ID,Item,name,duration,log_duration,c_logduration,level ,proficiency,pho_len,c_pho_len,logdice,c_logdice,zpf_total,c_zpf_total,zpf_w1,c_zpf_w1,zpf_w2,c_zpf_w2
129,2,TW165,1.873 ,0.273 ,0.150 ,1.000 ,Basic,10.000 ,-0.250 ,5.400 ,-1.038 ,2.477 ,-0.438 ,4.645 ,-0.360 ,5.655 ,0.135 
130,2,TW166,1.149 ,0.060 ,-0.063 ,2.000 ,Basic,10.000 ,-0.250 ,5.400 ,-1.038 ,2.477 ,-0.438 ,4.645 ,-0.360 ,5.655 ,0.135 
131,3,TW101,1.043 ,0.018 ,-0.105 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
132,3,TW102,1.144 ,0.058 ,-0.065 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
133,3,TW103,1.111 ,0.046 ,-0.077 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
134,3,TW104,1.248 ,0.096 ,-0.027 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
135,3,TW105,0.974 ,-0.011 ,-0.134 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
136,3,TW106,1.073 ,0.031 ,-0.092 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
137,3,TW107,NA,NA,NA,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
138,3,TW108,1.500 ,0.176 ,0.053 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
139,3,TW109,3.677 ,0.565 ,0.442 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
140,3,TW110,1.259 ,0.100 ,-0.023 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
141,3,TW111,1.559 ,0.193 ,0.070 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
142,3,TW113,1.320 ,0.121 ,-0.002 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
143,3,TW114,1.341 ,0.127 ,0.004 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
144,3,TW115,1.521 ,0.182 ,0.059 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
145,3,TW116,1.470 ,0.167 ,0.044 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
146,3,TW117,1.262 ,0.101 ,-0.022 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
147,3,TW118,2.070 ,0.316 ,0.193 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
148,3,TW119,0.785 ,-0.105 ,-0.228 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
149,3,TW120,NA,NA,NA,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
150,3,TW121,1.524 ,0.183 ,0.060 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
151,3,TW122,1.567 ,0.195 ,0.072 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
152,3,TW123,1.339 ,0.127 ,0.004 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
153,3,TW124,1.137 ,0.056 ,-0.067 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
154,3,TW125,1.188 ,0.075 ,-0.048 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
155,3,TW126,1.275 ,0.106 ,-0.017 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
156,3,TW127,1.212 ,0.084 ,-0.039 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
157,3,TW128,1.097 ,0.040 ,-0.083 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
158,3,TW129,1.140 ,0.057 ,-0.066 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
159,3,TW130,3.075 ,0.488 ,0.365 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
160,3,TW131,1.318 ,0.120 ,-0.003 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
161,3,TW132,1.400 ,0.146 ,0.023 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
162,3,TW133,1.465 ,0.166 ,0.043 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
163,3,TW134,1.323 ,0.122 ,-0.001 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
164,3,TW135,1.261 ,0.101 ,-0.022 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
165,3,TW136,1.176 ,0.070 ,-0.053 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
166,3,TW137,0.990 ,-0.004 ,-0.127 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
167,3,TW138,3.900 ,0.591 ,0.468 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
168,3,TW139,1.629 ,0.212 ,0.089 ,1.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
169,3,TW140,1.890 ,0.276 ,0.153 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
170,3,TW141,0.938 ,-0.028 ,-0.151 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
171,3,TW142,1.505 ,0.178 ,0.055 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
172,3,TW143,0.989 ,-0.005 ,-0.128 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
173,3,TW144,1.003 ,0.001 ,-0.122 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
174,3,TW145,1.774 ,0.249 ,0.126 ,1.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
175,3,TW146,1.611 ,0.207 ,0.084 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
176,3,TW147,1.120 ,0.049 ,-0.074 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
177,3,TW148,1.293 ,0.112 ,-0.011 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
178,3,TW149,1.088 ,0.037 ,-0.086 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
179,3,TW150,1.770 ,0.248 ,0.125 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
180,3,TW151,NA,NA,NA,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
181,3,TW152,1.969 ,0.294 ,0.171 ,1.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
182,3,TW153,1.909 ,0.281 ,0.158 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
183,3,TW154,1.190 ,0.076 ,-0.047 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
184,3,TW155,1.479 ,0.170 ,0.047 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
185,3,TW156,0.954 ,-0.020 ,-0.143 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
186,3,TW157,3.077 ,0.488 ,0.365 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
187,3,TW158,1.187 ,0.074 ,-0.049 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
188,3,TW159,0.902 ,-0.045 ,-0.168 ,4.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
189,3,TW160,2.424 ,0.385 ,0.262 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
190,3,TW161,1.416 ,0.151 ,0.028 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
191,3,TW162,1.213 ,0.084 ,-0.039 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
192,3,TW163,1.415 ,0.151 ,0.028 ,3.000 ,Intermediate,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
193,3,TW164,NA,NA,NA,1.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
194,3,TW165,3.811 ,0.581 ,0.458 ,1.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
195,3,TW166,1.072 ,0.030 ,-0.093 ,2.000 ,Basic,10.000 ,-0.250 ,8.200 ,1.762 ,3.223 ,0.308 ,4.516 ,-0.489 ,5.742 ,0.222 
196,4,TW101,1.206 ,0.081 ,-0.042 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
197,4,TW102,0.980 ,-0.009 ,-0.132 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
198,4,TW103,1.219 ,0.086 ,-0.037 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
199,4,TW104,0.949 ,-0.023 ,-0.146 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
200,4,TW105,0.767 ,-0.115 ,-0.238 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
201,4,TW106,1.248 ,0.096 ,-0.027 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
202,4,TW107,1.309 ,0.117 ,-0.006 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
203,4,TW108,1.152 ,0.061 ,-0.062 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
204,4,TW109,1.989 ,0.299 ,0.176 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
205,4,TW110,1.117 ,0.048 ,-0.075 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
206,4,TW111,1.311 ,0.118 ,-0.005 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
207,4,TW113,1.151 ,0.061 ,-0.062 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
208,4,TW114,1.106 ,0.044 ,-0.079 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
209,4,TW115,1.213 ,0.084 ,-0.039 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
210,4,TW116,1.130 ,0.053 ,-0.070 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
211,4,TW117,0.974 ,-0.011 ,-0.134 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
212,4,TW118,1.201 ,0.080 ,-0.043 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
213,4,TW119,1.304 ,0.115 ,-0.008 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
214,4,TW120,NA,NA,NA,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
215,4,TW121,1.052 ,0.022 ,-0.101 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
216,4,TW122,1.176 ,0.070 ,-0.053 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
217,4,TW123,1.212 ,0.084 ,-0.039 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
218,4,TW124,1.135 ,0.055 ,-0.068 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
219,4,TW125,1.166 ,0.067 ,-0.056 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
220,4,TW126,1.026 ,0.011 ,-0.112 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
221,4,TW127,1.007 ,0.003 ,-0.120 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
222,4,TW128,1.368 ,0.136 ,0.013 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
223,4,TW129,1.211 ,0.083 ,-0.040 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
224,4,TW130,0.926 ,-0.033 ,-0.156 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
225,4,TW131,1.055 ,0.023 ,-0.100 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
226,4,TW132,1.087 ,0.036 ,-0.087 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
227,4,TW133,1.026 ,0.011 ,-0.112 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
228,4,TW134,1.117 ,0.048 ,-0.075 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
229,4,TW135,1.041 ,0.017 ,-0.106 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
230,4,TW136,0.959 ,-0.018 ,-0.141 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
231,4,TW137,1.019 ,0.008 ,-0.115 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
232,4,TW138,1.661 ,0.220 ,0.097 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
233,4,TW139,1.879 ,0.274 ,0.151 ,1.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
234,4,TW140,1.163 ,0.066 ,-0.057 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
235,4,TW141,1.057 ,0.024 ,-0.099 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
236,4,TW142,1.961 ,0.292 ,0.169 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
237,4,TW143,1.173 ,0.069 ,-0.054 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
238,4,TW144,0.917 ,-0.038 ,-0.161 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
239,4,TW145,1.183 ,0.073 ,-0.050 ,1.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
240,4,TW146,1.732 ,0.239 ,0.116 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
241,4,TW147,0.913 ,-0.040 ,-0.163 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
242,4,TW148,1.017 ,0.007 ,-0.116 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
243,4,TW149,1.075 ,0.031 ,-0.092 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
244,4,TW150,1.404 ,0.147 ,0.024 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
245,4,TW151,1.429 ,0.155 ,0.032 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
246,4,TW152,2.132 ,0.329 ,0.206 ,1.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
247,4,TW153,1.151 ,0.061 ,-0.062 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
248,4,TW154,1.208 ,0.082 ,-0.041 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
249,4,TW155,1.270 ,0.104 ,-0.019 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
250,4,TW156,0.976 ,-0.011 ,-0.134 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
251,4,TW157,1.411 ,0.150 ,0.027 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
252,4,TW158,0.898 ,-0.047 ,-0.170 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
253,4,TW159,0.934 ,-0.030 ,-0.153 ,4.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
254,4,TW160,1.134 ,0.055 ,-0.068 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
255,4,TW161,1.948 ,0.290 ,0.167 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
256,4,TW162,0.982 ,-0.008 ,-0.131 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
257,4,TW163,1.277 ,0.106 ,-0.017 ,3.000 ,Intermediate,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
258,4,TW164,NA,NA,NA,1.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
