ID,Item,name,duration,log_duration,c_logduration,level ,proficiency,pho_len,c_pho_len,logdice,c_logdice,zpf_total,c_zpf_total,zpf_w1,c_zpf_w1,zpf_w2,c_zpf_w2
259,4,TW165,2.297 ,0.361 ,0.238 ,1.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
260,4,TW166,0.986 ,-0.006 ,-0.129 ,2.000 ,Basic,10.000 ,-0.250 ,7.400 ,0.962 ,3.210 ,0.295 ,4.871 ,-0.134 ,5.861 ,0.341 
261,5,TW101,0.837 ,-0.077 ,-0.200 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
262,5,TW102,0.806 ,-0.094 ,-0.217 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
263,5,TW103,0.743 ,-0.129 ,-0.252 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
264,5,TW104,0.667 ,-0.176 ,-0.299 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
265,5,TW105,0.800 ,-0.097 ,-0.220 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
266,5,TW106,1.026 ,0.011 ,-0.112 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
267,5,TW107,0.926 ,-0.033 ,-0.156 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
268,5,TW108,0.751 ,-0.124 ,-0.247 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
269,5,TW109,0.891 ,-0.050 ,-0.173 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
270,5,TW110,0.653 ,-0.185 ,-0.308 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
271,5,TW111,1.052 ,0.022 ,-0.101 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
272,5,TW113,0.897 ,-0.047 ,-0.170 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
273,5,TW114,0.983 ,-0.007 ,-0.130 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
274,5,TW115,0.731 ,-0.136 ,-0.259 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
275,5,TW116,0.729 ,-0.137 ,-0.260 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
276,5,TW117,0.677 ,-0.169 ,-0.292 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
277,5,TW118,0.669 ,-0.175 ,-0.298 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
278,5,TW119,0.831 ,-0.080 ,-0.203 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
279,5,TW120,1.137 ,0.056 ,-0.067 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
280,5,TW121,0.631 ,-0.200 ,-0.323 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
281,5,TW122,1.008 ,0.003 ,-0.120 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
282,5,TW123,0.889 ,-0.051 ,-0.174 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
283,5,TW124,0.809 ,-0.092 ,-0.215 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
284,5,TW125,0.939 ,-0.027 ,-0.150 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
285,5,TW126,0.992 ,-0.003 ,-0.126 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
286,5,TW127,0.900 ,-0.046 ,-0.169 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
287,5,TW128,0.722 ,-0.141 ,-0.264 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
288,5,TW129,0.862 ,-0.064 ,-0.187 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
289,5,TW130,0.682 ,-0.166 ,-0.289 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
290,5,TW131,0.630 ,-0.201 ,-0.324 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
291,5,TW132,0.978 ,-0.010 ,-0.133 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
292,5,TW133,0.866 ,-0.062 ,-0.185 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
293,5,TW134,1.093 ,0.039 ,-0.084 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
294,5,TW135,0.689 ,-0.162 ,-0.285 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
295,5,TW136,0.881 ,-0.055 ,-0.178 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
296,5,TW137,0.544 ,-0.264 ,-0.387 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
297,5,TW138,0.981 ,-0.008 ,-0.131 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
298,5,TW139,1.150 ,0.061 ,-0.062 ,1.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
299,5,TW140,0.768 ,-0.115 ,-0.238 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
300,5,TW141,0.515 ,-0.288 ,-0.411 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
301,5,TW142,0.965 ,-0.015 ,-0.138 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
302,5,TW143,0.703 ,-0.153 ,-0.276 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
303,5,TW144,0.800 ,-0.097 ,-0.220 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
304,5,TW145,0.905 ,-0.043 ,-0.166 ,1.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
305,5,TW146,0.960 ,-0.018 ,-0.141 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
306,5,TW147,0.689 ,-0.162 ,-0.285 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
307,5,TW148,0.919 ,-0.037 ,-0.160 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
308,5,TW149,0.740 ,-0.131 ,-0.254 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
309,5,TW150,0.746 ,-0.127 ,-0.250 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
310,5,TW151,0.817 ,-0.088 ,-0.211 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
311,5,TW152,0.813 ,-0.090 ,-0.213 ,1.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
312,5,TW153,0.784 ,-0.106 ,-0.229 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
313,5,TW154,0.716 ,-0.145 ,-0.268 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
314,5,TW155,0.790 ,-0.102 ,-0.225 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
315,5,TW156,0.553 ,-0.257 ,-0.380 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
316,5,TW157,0.950 ,-0.022 ,-0.145 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
317,5,TW158,0.682 ,-0.166 ,-0.289 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
318,5,TW159,0.575 ,-0.240 ,-0.363 ,4.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
319,5,TW160,0.836 ,-0.078 ,-0.201 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
320,5,TW161,0.747 ,-0.127 ,-0.250 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
321,5,TW162,0.816 ,-0.088 ,-0.211 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
322,5,TW163,0.816 ,-0.088 ,-0.211 ,3.000 ,Intermediate,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
323,5,TW164,0.909 ,-0.041 ,-0.164 ,1.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
324,5,TW165,0.918 ,-0.037 ,-0.160 ,1.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
325,5,TW166,0.813 ,-0.090 ,-0.213 ,2.000 ,Basic,7.000 ,-3.250 ,8.800 ,2.362 ,3.976 ,1.061 ,5.818 ,0.813 ,5.319 ,-0.201 
326,6,TW101,0.915 ,-0.039 ,-0.162 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
327,6,TW102,1.010 ,0.004 ,-0.119 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
328,6,TW103,0.931 ,-0.031 ,-0.154 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
329,6,TW104,0.831 ,-0.080 ,-0.203 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
330,6,TW105,0.744 ,-0.128 ,-0.251 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
331,6,TW106,1.292 ,0.111 ,-0.012 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
332,6,TW107,1.206 ,0.081 ,-0.042 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
333,6,TW108,NA,NA,NA,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
334,6,TW109,1.513 ,0.180 ,0.057 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
335,6,TW110,1.260 ,0.100 ,-0.023 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
336,6,TW111,1.888 ,0.276 ,0.153 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
337,6,TW113,1.011 ,0.005 ,-0.118 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
338,6,TW114,0.956 ,-0.020 ,-0.143 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
339,6,TW115,1.800 ,0.255 ,0.132 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
340,6,TW116,1.082 ,0.034 ,-0.089 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
341,6,TW117,0.920 ,-0.036 ,-0.159 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
342,6,TW118,1.761 ,0.246 ,0.123 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
343,6,TW119,0.934 ,-0.030 ,-0.153 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
344,6,TW120,5.122 ,0.709 ,0.586 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
345,6,TW121,NA,NA,NA,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
346,6,TW122,1.192 ,0.076 ,-0.047 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
347,6,TW123,0.908 ,-0.042 ,-0.165 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
348,6,TW124,1.169 ,0.068 ,-0.055 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
349,6,TW125,1.007 ,0.003 ,-0.120 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
350,6,TW126,0.953 ,-0.021 ,-0.144 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
351,6,TW127,1.199 ,0.079 ,-0.044 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
352,6,TW128,0.909 ,-0.041 ,-0.164 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
353,6,TW129,1.064 ,0.027 ,-0.096 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
354,6,TW130,1.558 ,0.193 ,0.070 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
355,6,TW131,0.783 ,-0.106 ,-0.229 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
356,6,TW132,1.175 ,0.070 ,-0.053 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
357,6,TW133,0.919 ,-0.037 ,-0.160 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
358,6,TW134,2.340 ,0.369 ,0.246 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
359,6,TW135,1.264 ,0.102 ,-0.021 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
360,6,TW136,0.838 ,-0.077 ,-0.200 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
361,6,TW137,NA,NA,NA,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
362,6,TW138,1.436 ,0.157 ,0.034 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
363,6,TW139,1.252 ,0.098 ,-0.025 ,1.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
364,6,TW140,0.901 ,-0.045 ,-0.168 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
365,6,TW141,0.801 ,-0.096 ,-0.219 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
366,6,TW142,1.232 ,0.091 ,-0.032 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
367,6,TW143,1.000 ,0.000 ,-0.123 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
368,6,TW144,0.953 ,-0.021 ,-0.144 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
369,6,TW145,NA,NA,NA,1.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
370,6,TW146,3.528 ,0.548 ,0.425 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
371,6,TW147,1.054 ,0.023 ,-0.100 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
372,6,TW148,1.060 ,0.025 ,-0.098 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
373,6,TW149,0.901 ,-0.045 ,-0.168 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
374,6,TW150,1.187 ,0.074 ,-0.049 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
375,6,TW151,1.269 ,0.103 ,-0.020 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
376,6,TW152,1.773 ,0.249 ,0.126 ,1.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
377,6,TW153,1.094 ,0.039 ,-0.084 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
378,6,TW154,2.130 ,0.328 ,0.205 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
379,6,TW155,1.518 ,0.181 ,0.058 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
380,6,TW156,0.857 ,-0.067 ,-0.190 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
381,6,TW157,1.250 ,0.097 ,-0.026 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
382,6,TW158,0.717 ,-0.144 ,-0.267 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
383,6,TW159,0.736 ,-0.133 ,-0.256 ,4.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
384,6,TW160,1.206 ,0.081 ,-0.042 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
385,6,TW161,NA,NA,NA,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
386,6,TW162,1.859 ,0.269 ,0.146 ,2.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
387,6,TW163,0.774 ,-0.111 ,-0.234 ,3.000 ,Intermediate,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
388,6,TW164,2.341 ,0.369 ,0.246 ,1.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
389,6,TW165,1.413 ,0.150 ,0.027 ,1.000 ,Basic,6.000 ,-4.250 ,6.700 ,0.262 ,3.458 ,0.543 ,6.175 ,1.170 ,5.042 ,-0.478 
